organisation_number,company_name,Kommune,Fylke,n_employees
912051811,CARGLASS AS AVD SARPSBOG,Sarpsborg,Viken,2
912051897,BYÅSEN MURSERVICE AS,Trondheim,Trøndelag - Trööndelage,2
912051994,SAFE-CO AS,Lillehammer,Innlandet,1
912052206,JOMAR AS,Nærøysund,Trøndelag - Trööndelage,4
912054128,MCDONALDS FAMILERESTAURANT AVD STORD,Stord,Vestland,5
912056872,DS BYGG AS,Eidsvoll,Viken,2
912057402,TAG DESIGN AS,Åsnes,Innlandet,1
912057941,EUREST AS AVD 2525 NORSKE SHELL KRISTIANSUND,Kristiansund,Møre og Romsdal,6
912058336,TILLAS BLOMSTER AS,Drammen,Viken,2
912058360,ITSHAPPENING AS,Oslo,Oslo,2
912058387,ILDFAST AS,Vestby,Viken,8
912059944,EUREST AS AVD 2545 NORSKE SHELL NYHAMNA ORMEN LANGE DRIFT,Aukra,Møre og Romsdal,1
912059987,EUREST AS AVD 2560 ST1,Oslo,Oslo,1
912062325,COMPASS GROUP FS NORWAY AS AVD 919110,Oslo,Oslo,2
912062511,COMPASS GROUP FS NORWAY AS AVD 919112,Bærum,Viken,10
912062708,BYGGMESTER RØSTVIK AS,Oslo,Oslo,1
912062783,PRO AUTOSALG AS,Oslo,Oslo,1
912062953,FLOW INSIGHTS AS,Oslo,Oslo,4
912063720,VIFIX AS,Holmestrand,Vestfold og Telemark,2
912064557,INAPRIL AS,Lillestrøm,Viken,4
912064883,EAG CONSULTING AS,Oslo,Oslo,1
912065006,GAUPERÅ NATURSTEIN AS,Arendal,Agder,1
912065472,STORHEIA EIENDOMSMEGLING AS,Trondheim,Trøndelag - Trööndelage,1
912065871,MACK ANLEGG & OPPMÅLING AS,Stord,Vestland,2
912065960,SPORT OUTLET SØRLANDSSENTERET AS,Kristiansand,Agder,10
912066142,SPORT & MEDIA AS,Øyer,Innlandet,1
912066193,OASIS MAJORSTUEN AVD 61,Oslo,Oslo,5
912066274,TANNLEGE BENT DRAMDAL AS,Kongsberg,Viken,2
912067165,PERLEPORTEN GEILO AS,Hol,Viken,4
912070336,ENLI VESTHEIM AS,Farsund,Agder,4
912070948,TILBORDS HVALTORVET,Sandefjord,Vestfold og Telemark,4
912070980,GREEN HAT PEOPLE,Oslo,Oslo,6
912071979,HASIBULLAH SADEQE,Drammen,Viken,2
912071995,MIETLICKI BYGG,Oslo,Oslo,1
912072029,TANNLEGE TERJE HOLT AS,Molde,Møre og Romsdal,5
912072304,KRISTINE STRØMSNES FIT&FRISK AS,Lørenskog,Viken,1
912072312,DRIVE TRAFIKKSKULE AS,Volda,Møre og Romsdal,1
912072703,NORSKE NÄRKO AS,Vestre Toten,Innlandet,2
912072770,LÅGEN TRANSPORT AS,Øyer,Innlandet,1
912072983,UPPER CUT KAMILLA NORMARK,Narvik,Nordland,1
912073238,LINIE CONSULTING AS,Bærum,Viken,1
912076148,MONA HOEM,Molde,Møre og Romsdal,1
912077519,COMPASS GROUP FS NORWAY AS AVD 919036,Sandnes,Rogaland,5
912077624,HELSELABEN AS,Hemsedal,Viken,1
912078779,HELGELAND VENTILASJON AS,Vefsn,Nordland,2
912078949,TRIO TRAFIKKSKOLE ALTA AS,Alta,Troms og Finnmark - Romsa ja Finnmárku,2
912079686,NERLAND MUR AS,Molde,Møre og Romsdal,1
912080870,TACO REPUBLICA AS,Oslo,Oslo,14
912081869,MUSIKK OG UNDERHOLDNING AS,Kvam,Vestland,1
912081893,EIYAD HOLDING AS,Bergen,Vestland,6
912082202,TRAFIKKSIKKER AS,Trondheim,Trøndelag - Trööndelage,8
912082229,NK FLIS AS,Vestby,Viken,4
912082253,FACEFOOD AS,Oslo,Oslo,4
912082512,DIAMOND INDIAN CUISINE AS,Oslo,Oslo,7
912083268,EMME SUSHI AS,Stavanger,Rogaland,8
912083462,ELEKTRO 12:24 AS,Hol,Viken,9
912083756,LÆRDAL MASKIN AS,Vindafjord,Rogaland,2
912084086,UMOE RESTAURANT GROUP COFFEE AS AVD BOGSTADVEIEN,Oslo,Oslo,6
912084167,UMOE RESTAURANT GROUP COFFEE AS AVD KONGENSGATE TR HEIM,Trondheim,Trøndelag - Trööndelage,18
912084191,AKTIV CRM AS,Drammen,Viken,1
912084264,UMOE RESTAURANT GROUP COFFEE AS AVD STENERS GATE,Oslo,Oslo,13
912084701,MAT & MESTRING AS,Hol,Viken,1
912084787,KÅRE'S TRANSPORT AS,Rennebu,Trøndelag - Trööndelage,1
912084841,ICE COLD CAPITAL MANAGEMENT AS,Oslo,Oslo,2
912086763,EKKO MEDIA AS,Oslo,Oslo,2
912089347,ECOCAR AS,Bergen,Vestland,2
912089371,BASIC FITNESS AS,Askøy,Vestland,2
912089401,NORDSTJERNA AS,Oslo,Oslo,2
912089576,HADDING ELEKTRO AS,Nesbyen,Viken,8
912089665,FIX KRISTIANSAND AS,Kristiansand,Agder,1
912089673,SIAM TAKE AWAY AS,Søndre Land,Innlandet,2
912090175,NIKA SERVICES,Sandnes,Rogaland,1
912090337,BAKERIET I BRUMUNDDAL AS AVD BRUMMUNDAL,Ringsaker,Innlandet,9
912090531,LA BEAUTY AS,Skien,Vestfold og Telemark,1
912090825,BECURIOU PRIVATE TRAVEL,Oslo,Oslo,6
912090949,SKYMEDIA AS,Ås,Viken,1
912091708,SYKKYLVEN LEGETJENESTE AS,Sykkylven,Møre og Romsdal,5
912093689,UTLEIRA IDRETTSLAG,Trondheim,Trøndelag - Trööndelage,21
912094391,BYGGKOMPANIET 123 AS,Lillestrøm,Viken,4
912094677,CONTROL AS,Oslo,Oslo,12
912095134,SELECT SERVICE PARTNER AS AVD HAMMERFEST LUFTHAVN,Hammerfest,Troms og Finnmark - Romsa ja Finnmárku,3
912095886,DO IT SOLUTIONS AS,Sandefjord,Vestfold og Telemark,1
912096491,LORENTZ TRANSFORMATION AS,Oslo,Oslo,1
912096637,BAGORAMA SKIBSGÅRDEN SORTLAND AS,Sortland - Suortá,Nordland,4
912096637,BAGORAMA SKIBSGÅRDEN SORTLAND AS,Sortland,Nordland,4
912096718,SPA BERGEN ROMA RAGAUSKIENE,Alver,Vestland,2
912096971,ST. JOSEPH PANORAMA AS,Porsgrunn,Vestfold og Telemark,3
912097234,NETHO BYGG OG MASKIN AS,Vefsn,Nordland,4
912097382,CROSSFIT SARPSBORG AS,Sarpsborg,Viken,2
912097552,STEEN BERTEL O MØRE OG ROMSDAL AS AVD VERKSTED,Ålesund,Møre og Romsdal,13
912098206,KREMMERHUSET TING & SÅNT AS AVD 285 SØRLANDSSENTERET,Kristiansand,Agder,6
912099326,PROMOD AS,Vestby,Viken,1
912101304,STORMBERG AS AVD LIERTOPPEN,Lier,Viken,5
912102092,B2B METALLARBEID AS,Drammen,Viken,1
912102238,STORMBERG AS AVD SLITU MORENEN,Indre Østfold,Viken,3
912104478,VITA 1214 SANDVIKA GAMMEL DEL,Bærum,Viken,3
912104664,KJELLAND SPORTSBAR TEBERH KIDANE KAFFEL,Oslo,Oslo,1
912105873,LIGAARD TORE AS AVD STAVANGER,Stavanger,Rogaland,5
912106594,OSEBERG SERVICES AS,Færder,Vestfold og Telemark,5
912106780,P & P FACILITY SERVICES AS,Sandnes,Rogaland,3
912107140,LAILAS KAFE OG MAT AS,Fredrikstad,Viken,3
912107558,NORBEKK AS,Bærum,Viken,14
912108554,VCT NORWAY AS,Oslo,Oslo,1
912108864,HOTELLDRIFT SOLA AS,Sola,Rogaland,1
912109321,M2 ENTREPRENØR AS,Oslo,Oslo,1
912109380,KONGSBIL AS,Kongsvinger,Innlandet,7
912110699,NTEX AS,Ås,Viken,8
912110974,ADILES AS,Bergen,Vestland,2
912111407,CHEM-TECH AS,Østre Toten,Innlandet,3
912111830,NOTODDEN TRAFIKKSKOLE AS,Notodden,Vestfold og Telemark,5
912111881,BILPLEIEKONGEN AS,Sandefjord,Vestfold og Telemark,1
912112004,LAUKVIK FISKECAMP AS,Senja,Troms og Finnmark - Romsa ja Finnmárku,2
912112829,MAT & MENING AS,Kristiansand,Agder,13
912113493,ORBITARENA AS AVD RÅHOLT,Eidsvoll,Viken,7
912114066,STUDENTSAMSKIPNADEN I SØRØST-NORGE MAT OG DRIKKE VESTFOLD FORSKNINGSPA,Horten,Vestfold og Telemark,1
912114694,SCANDIC HAVET,Bodø,Nordland,49
912115062,FROLANDSTAUA KRO,Froland,Agder,2
912115615,TURBUSS BERGEN AS,Bergen,Vestland,3
912115941,TANNLEGE HEEN AS,Grimstad,Agder,2
912116190,HINDBERGGATA 32-34 AS,Båtsfjord,Troms og Finnmark - Romsa ja Finnmárku,1
912119599,HUSELEKTRIKER AS,Oslo,Oslo,3
912119998,SOLID SALG & MONTASJE AS,Gran,Innlandet,1
912120716,RIVTEC MILJØBYGG AS,Oslo,Oslo,56
912122077,SOMMA PUKK AS,Ringerike,Viken,1
912122778,MARKEDSSJEFENE AS,Oslo,Oslo,11
912123235,HATTVIKA LODGE AS,Vestvågøy,Nordland,6
912127168,STORGATA 56 - HORTEN AS,Tønsberg,Vestfold og Telemark,1
912127273,CIRKUS AGORA AS,Stad,Vestland,1
912128350,SQUADRA ITALIANA BILVERKSTED AS,Tønsberg,Vestfold og Telemark,4
912128520,KI COMPANY AS,Bergen,Vestland,1
912128563,SMFB FACTORY AS,Oslo,Oslo,16
912128660,MODERNE BAD OG FLIS AS,Nordre Follo,Viken,1
912128768,HANSA TOY NORGE AS,Sandefjord,Vestfold og Telemark,1
912128946,KJØRØVER AS,Alta,Troms og Finnmark - Romsa ja Finnmárku,1
912129241,NJS BYGGSERVICE AS,Ringerike,Viken,2
912129632,PLANKEBYEN ELEKTRISKE AS,Hvaler,Viken,2
912129713,KAVIARFACTORY DRIFT AS,Vågan,Nordland,1
912132765,EIRIK HIIM TITLAND,Bergen,Vestland,1
912132900,STAUA PRODUKSJONER AS,Haugesund,Rogaland,1
912132986,STORMBERG AS AVD SØRLANSSENTERET,Kristiansand,Agder,7
912133486,MOSJØEN RØRLEGGERSERVICE AS,Vefsn,Nordland,1
912133524,ALO UTEN LIKE AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,3
912133699,ISS FACILITY SERVICES AS AVD HTG,Haugesund,Rogaland,3
912133737,AAK SAFETY AS AVD BERGEN,Bergen,Vestland,3
912133788,LIBE AS AVD LARVIK,Larvik,Vestfold og Telemark,8
912133796,AAK SAFETY AS AVD LARDAL,Larvik,Vestfold og Telemark,1
912133877,ISS FACILITY SERVICES AS AVD KRUSE SMITH,Kristiansand,Agder,1
912137295,IJF INGER JOHANNE FJØSNE AS,Vestre Slidre,Innlandet,1
912138194,WARHOLM CONSULTING AS,Asker,Viken,1
912138992,BIRI IDRETTSLAG,Gjøvik,Innlandet,2
912140040,MOJO,Trondheim,Trøndelag - Trööndelage,18
912140156,TERJE GRAN AS,Trondheim,Trøndelag - Trööndelage,1
912143902,LEO HG AS,Lier,Viken,4
912144542,HM INVEST HOLDING AS,Oslo,Oslo,1
912145220,KJELL NILSEN EIENDOM AS,Kongsvinger,Innlandet,1
912145247,JO BUKVE TAXI,Luster,Vestland,5
912146693,ATLAS JAVA GRUPPEN AS,Bergen,Vestland,3
912148130,MARTIN I DALEN FOTO AS,Oppdal,Trøndelag - Trööndelage,1
912148521,NEW STYLE FRISØR AS,Vennesla,Agder,1
912149072,HIGH-FIVE AS,Lillestrøm,Viken,1
912149218,EAZYCOM AS,Oslo,Oslo,1
912150755,KNUT STÅLE ALSAKER,Fitjar,Vestland,1
912151417,TH.MORITZ AS,Oslo,Oslo,1
912152014,KICKS NORGE AS AVD 680 TRONDHEIM TORG,Trondheim,Trøndelag - Trööndelage,11
912152669,TIPPING POINT METHODOLOGY AS,Sandefjord,Vestfold og Telemark,1
912152677,WARA AS,Bergen,Vestland,1
912153320,TAXIDRIVER ODDVAR FJELLESTAD,Lindesnes,Agder,1
912153622,GLØD EXPLORER AS,Alta,Troms og Finnmark - Romsa ja Finnmárku,5
912154289,COMPASS GROUP FS NORWAY AS AVD 919044,Sandnes,Rogaland,4
912155110,ARENDAL BIL AS,Arendal,Agder,5
912155358,HAALAND VVS AS,Rana,Nordland,7
912158187,HYTTEBUA AS,Lørenskog,Viken,1
912163172,K2 ELEKTRO AS,Lørenskog,Viken,3
912163210,WE ARE ONE AS,Oslo,Oslo,7
912163954,HAALAND BIL AS,Lørenskog,Viken,1
912165973,NILLE AS AVD KIELLANDS HUS,Oslo,Oslo,1
912166295,NILLE AS AVD TÅRNÅSEN,Nordre Follo,Viken,2
912166597,NILLE AS AVD XHIBITION,Bergen,Vestland,7
912167607,FUGLENE AS,Oslo,Oslo,2
912167615,SAKURA SUSHI TAKE AWAY AS,Halden,Viken,3
912167712,ANSKO AS,Horten,Vestfold og Telemark,6
912168565,SALGSKOMPANIET AS,Oslo,Oslo,1
912169030,HØYVARDE HØYFJELLSHYTTER AS,Flå,Viken,1
912169278,VELFJORDEN HELSEHUS AS,Brønnøy,Nordland,1
912169472,BIANCO NORGE AS BIANCO FOOTWEAR JESSHEIM,Ullensaker,Viken,5
912169480,GIG NORWAY AS,Kristiansand,Agder,14
912169529,SAMI A N RESTAURANTDRIFT AS,Oslo,Oslo,1
912170551,LÅVEN TRENINGSSTUDIO AS,Molde,Møre og Romsdal,1
912172864,NORWAY SHOP AS AVD FRIDTJOF NANSENS PLASS 9,Oslo,Oslo,17
912172996,HAUGESUND MEDISINSKE ALLMENNLEGER AS,Haugesund,Rogaland,6
912173046,TROLLRENTAL KRZYSZTOF BEBEN,Lillestrøm,Viken,1
912173941,JME CONSULT AS,Fredrikstad,Viken,1
912174468,CUE AS,Nes,Viken,1
912174476,ARCTIC ANTENNA AS,Øygarden,Vestland,7
912174530,BODØGAARD HELSE AS,Bodø,Nordland,1
912175618,CHRISTINE F. INTERIØRDESIGN AS,Bærum,Viken,1
912175839,COOP NORDVEST SA AVD 486 BAKER JON,Gloppen,Vestland,21
912176207,ANDEBU LEGESENTER AS,Sandefjord,Vestfold og Telemark,3
912179737,DREAMFARM AS,Surnadal,Møre og Romsdal,1
912179826,TELARIS PCS AS,Kristiansand,Agder,1
912181413,MM PROFIL AS,Ålesund,Møre og Romsdal,1
912181901,CONSTO NORD AS AVD MO I RANA,Rana,Nordland,3
912182290,POWER NORGE AS AVD VESTBY,Vestby,Viken,1
912182495,GRENLAND BIL AS,Skien,Vestfold og Telemark,3
912186504,KITCH'N ØRSTA,Ørsta,Møre og Romsdal,3
912186571,ALEXANDER MANN SOLUTIONS AS,Sandnes,Rogaland,4
912186970,GULLSMED STAMNÆSS AS,Ålesund,Møre og Romsdal,5
912187527,JL MONTASJE AS,Gjøvik,Innlandet,4
912189120,LILLEHAMMER BILVERKSTED AS,Lillehammer,Innlandet,5
912189309,ELTERA INNLANDET AS,Ringsaker,Innlandet,10
912189317,TED ENTREPRENØR AS,Birkenes,Agder,3
912189414,SK TAXI AUD-IRENE RIST SVENNING,Fauske - Fuosko,Nordland,1
912189414,SK TAXI AUD-IRENE RIST SVENNING,Fauske - Fuossko,Nordland,1
912191206,TELLUS LOGISTICS AS,Stavanger,Rogaland,4
912191230,HAIRWAYS AS,Øygarden,Vestland,2
912191478,FLYTTE EKSPERTEN,Oslo,Oslo,6
912191516,FREDRIK MARTINSUSSEN,Bodø,Nordland,2
912191575,RTS BYGGTJENESTER AS,Nordre Follo,Viken,3
912192075,NESLIN BYGG AS,Meråker,Trøndelag - Trööndelage,1
912193179,MODA HÅRSTUDIO AS,Askøy,Vestland,5
912193306,BYPOST AS AVD VESTFOLD,Tønsberg,Vestfold og Telemark,3
912194639,HOLMESTRAND SKOLEKANTINE AS,Holmestrand,Vestfold og Telemark,2
912195384,VOSSAMORO AS,Voss,Vestland,1
912195392,HISA HOLDING AS,Vennesla,Agder,1
912196135,NASTA AS AVD KRISTIANSAND,Kristiansand,Agder,1
912196178,NASTA AS AVD STJØRDAL,Stjørdal,Trøndelag - Trööndelage,4
912196232,NASTA AS AVD LILLESTRØM,Lillestrøm,Viken,6
912196275,HOIST GROUP AS AVD TRONDHEIM,Trondheim,Trøndelag - Trööndelage,6
912196852,BON LIO AS,Oslo,Oslo,15
912196992,RETT NORD AS,Bodø,Nordland,2
912197433,TAKST ØST AS,Rælingen,Viken,1
912198359,MONDÅ FORLAG AS,Oslo,Oslo,2
912198553,TORILLSALONGEN RANDABERG AS,Randaberg,Rogaland,2
912199924,MESTER GRØNN AS AVD 30 KOLSÅS SENTER,Bærum,Viken,3
912199967,MESTER GRØNN AS AVD 78 TILLER,Trondheim,Trøndelag - Trööndelage,4
912200191,KUTT GRÜNERLØKKA,Oslo,Oslo,8
912200620,RIIS MONTASJE AS AVD TILLER,Trondheim,Trøndelag - Trööndelage,1
912201627,FRISØR MARIANNE AS,Drammen,Viken,1
912202437,NEW YORKER NORWAY AS AVD SØRLANDSSENTERET,Kristiansand,Agder,2
912203557,NORD STUDENTSAMSKIPNAD AVD KANTINE CAMPUS HELGELAND,Rana,Nordland,3
912203972,BYGGMESTEREN HALLINGDAL AS,Gol,Viken,2
912203980,TRENING ER MEDISIN AS,Nærøysund,Trøndelag - Trööndelage,1
912204308,POLINOR TJENESTER AS,Sarpsborg,Viken,3
912204375,SJØSTRØM MANUELLTERAPI AS,Bamble,Vestfold og Telemark,2
912204464,NIDAROS RENHOLD AS,Trondheim,Trøndelag - Trööndelage,1
912204707,GRANÅSEN LEGESENTER AS,Trondheim,Trøndelag - Trööndelage,2
912204987,KAPPAHL AS AVD 408 ÅLGÅRD,Gjesdal,Rogaland,6
912205010,KAPPAHL AS AVD 413 SORTLAND,Sortland - Suortá,Nordland,7
912205010,KAPPAHL AS AVD 413 SORTLAND,Sortland,Nordland,7
912206092,VOCO AS,Asker,Viken,1
912206289,JDD UTSTYR AS,Lindesnes,Agder,2
912206327,M.B BYGG AS,Gratangen,Troms og Finnmark - Romsa ja Finnmárku,3
912207404,JOSTEIN TELLESBØ AS,Surnadal,Møre og Romsdal,1
912212084,KATHRINE'S FOTTERAPIKLINIKK AS,Nordre Land,Innlandet,1
912212599,ADRIATIC KAFE +,Oslo,Oslo,2
912215016,PARKVEIEN TANNKLINIKK/TANNLEGEVAKT,Oslo,Oslo,1
912216098,MAGU DESIGN AS,Stavanger,Rogaland,4
912216950,TILBORDS CITY NORD,Bodø,Nordland,5
912218732,SPRAYTANHUSET AS AVDELING OSLO,Oslo,Oslo,2
912218910,NERMIN AS,Orkland,Trøndelag - Trööndelage,2
912219739,TANNLEGE BENT DRAMDAL AS,Kongsberg,Viken,1
912219755,SPRINGTIME FACILITIES AS,Bærum,Viken,1
912220605,VESTFJORD SERVICE AS,Lødingen,Nordland,1
912220931,CUMULUS ØKONOMI AS,Gjøvik,Innlandet,2
912222756,PROGETHER AS,Moss,Viken,1
912223493,HAUGEN MASKIN,Volda,Møre og Romsdal,4
912223507,EVIDENT GARANTI AS,Nordre Follo,Viken,2
912223892,LAKKBAR,Nordre Follo,Viken,4
912223906,MOTUS TECHNOLOGY AS,Molde,Møre og Romsdal,10
912223930,HYMATEK CONTROLS AS,Oslo,Oslo,10
912223957,ÅRVOLL TANNHELSE AS,Oslo,Oslo,3
912223973,KLESSKAPET SØRUMSAND AS,Lillestrøm,Viken,1
912224090,AIRCRAFT SOLUTIONS AS,Røros,Trøndelag - Trööndelage,2
912224600,DREVFJELL AS,Oslo,Oslo,1
912224678,BEAUTY OF FAME AS,Namsos,Trøndelag - Trööndelage,2
912224813,SKÓGR AS,Oslo,Oslo,2
912225909,PER KÅRE OUTZEN STAVIK,Molde,Møre og Romsdal,1
912226182,GARDERMOEN ANTIRUST AS,Nannestad,Viken,3
912227146,AUTOSENTRUM KONGSBERG AS,Kongsberg,Viken,2
912227669,NAVIGATIO AS,Indre Østfold,Viken,2
912227731,ALVENS AS,Drammen,Viken,33
912228525,ODDA COATING TECHNOLOGY AS,Ullensvang,Vestland,9
912228592,3T FOSSEGRENDA AS,Trondheim,Trøndelag - Trööndelage,25
912228916,POLARPLAST AS,Gildeskål,Nordland,5
912231828,ROYAL PIZZA AS,Bodø,Nordland,1
912232212,BAKER HANSEN STRØMMEN,Lillestrøm,Viken,9
912232336,GA PARTNER AS,Bergen,Vestland,6
912232530,GJESTEGÅRDEN FAGERNES AS,Nord-Aurdal,Innlandet,5
912232565,STEFAN PAPIR AS,Oslo,Oslo,1
912232662,ILMAR RENHOLD ZAKOWICZ,Våler (Viken),Viken,1
912232786,BOLIGKREATØREN AS,Oslo,Oslo,1
912233030,HOME SECURITY AS,Lier,Viken,9
912233049,RESTAURANT KONTRAST AS,Oslo,Oslo,12
912233294,RA BOLIG OG EIENDOM AS,Storfjord - Omasvuotna - Omasvuono,Troms og Finnmark - Romsa ja Finnmárku,1
912233340,JENSTAD MASKIN AS,Sunndal,Møre og Romsdal,1
912235432,MAZEMAP AS,Trondheim,Trøndelag - Trööndelage,1
912237672,TANNLEGE HAAKON SKEIE SOLBERG,Stavanger,Rogaland,1
912238334,SOELBERG TRANSPORT AS,Lillestrøm,Viken,11
912238741,KOLLEKTED BY AS,Oslo,Oslo,2
912238768,BYGDAS PERLE AS,Lillestrøm,Viken,1
912239136,HILSTAD BÅTTRANSPORT AS,Rødøy,Nordland,2
912240770,RADISSON BLU AND PARK INN ALNA,Oslo,Oslo,27
912241610,PRINTCO AS,Oslo,Oslo,1
912241645,BIRKELAND BAKERI & LUNSJBAR,Birkenes,Agder,1
912241750,ASDAHL SYKEPLEIERTJENESTER AS,Porsgrunn,Vestfold og Telemark,1
912241831,LIFE TORVBYEN,Fredrikstad,Viken,2
912242285,DØR & VINDU HALDEN AS,Halden,Viken,3
912242307,BJØRKLUND SØRLANDSSENTERET II,Kristiansand,Agder,10
912242536,TANNLEGE MARIUS FISCHER AS,Oslo,Oslo,3
912242552,VÅRRULL & GRILLSPYD,Oslo,Oslo,2
912242560,NORIND AS,Drammen,Viken,4
912242765,BLS INTERNATIONAL SERVICES NORWAY,Oslo,Oslo,2
912243214,PARTNER2 AS,Oslo,Oslo,1
912243915,LA FESTA AS,Oslo,Oslo,7
912244539,FYSIO VITAL AS,Tokke,Vestfold og Telemark,1
912245004,ZAHEER ABBAS,Stavanger,Rogaland,1
912245640,BJØRKLUND KREMMERTORGET,Elverum,Innlandet,5
912245985,EQUIP NORWAY AS,Oslo,Oslo,1
912246248,TONSTAD MASKIN TEKNIKK V/SVEIN MAGNE JOSDAL,Sirdal,Agder,1
912246272,LESLIE STRØMMEN AS,Lillestrøm,Viken,5
912246396,EQ TIMING AS,Vestre Toten,Innlandet,13
912246639,ELEKTROENTREPRENØR EGIL ROSSAVIK AS,Sandnes,Rogaland,1
912247171,BARNEBUTIKKEN LYKKELITEN AS,Klepp,Rogaland,2
912247406,LUCAS CONSTRUCTION AS,Bergen,Vestland,1
912247783,VRÅDAL ELEKTRO AS,Kviteseid,Vestfold og Telemark,1
912249298,CROSSFIT BISLETT,Oslo,Oslo,2
912249719,CD-KANTINEDRIFT AS,Lillesand,Agder,3
912249794,EFFEKTIV TRAFIKKOPPLÆRING AS,Vaksdal,Vestland,2
912250210,GULLDIA DESIGN AS,Arendal,Agder,5
912250849,HAMELIN,Lørenskog,Viken,2
912251187,TERMINALEN BYSCENE AS,Ålesund,Møre og Romsdal,21
912251225,HADELAND IT AS,Gran,Innlandet,1
912251322,DOKKA FYSIKALSKE AS,Nordre Land,Innlandet,1
912252108,FØTTER & TÆR AS,Våler (Viken),Viken,1
912253953,PS:DANCE AS,Hamar,Innlandet,14
912254658,HARDWOODS AS,Indre Østfold,Viken,1
912254976,KRYSTIAN BYGG OG REHABILITERING AS,Trondheim,Trøndelag - Trööndelage,6
912255301,YUSUF NOOR ISMAIL,Stavanger,Rogaland,1
912255387,NEW AMBASSADØR RESTAURANT OG BAR AS,Lillestrøm,Viken,5
912255433,ESTETIC FRISØR AS,Oslo,Oslo,1
912255700,STORMBERG AS AVD METRO,Lørenskog,Viken,6
912255751,BERGEN PERFORMANCE CENTER AS,Bergen,Vestland,6
912257754,INTERLOPE CONSULTING AS,Oslo,Oslo,1
912258785,ØVENSEN FLIS OG MUR AS,Kristiansand,Agder,1
912259129,MATTIS MAT AS,Oslo,Oslo,1
912259234,BOREAL BUSS AS AVD HITRA,Hitra,Trøndelag - Trööndelage,11
912259293,BOREAL BUSS AS AVD SISTRANDA,Frøya,Trøndelag - Trööndelage,3
912259315,BOREAL BUSS AS AVD KYRKSÆTERØRA,Heim,Trøndelag - Trööndelage,9
912259439,BOREAL BUSS AS AVD STØREN,Midtre Gauldal,Trøndelag - Trööndelage,2
912259625,LINDA HOLTE TRANSPORT AS,Lindesnes,Agder,2
912260526,MERIKON AS,Nes,Viken,1
912260615,WEEKEND AS,Hamar,Innlandet,1
912261190,SUBSHORE.NO AS AVD STORD,Stord,Vestland,141
912261522,FARGEFABRIKKEN AS,Fredrikstad,Viken,1
912262359,PIX DESIGN,Arendal,Agder,1
912264122,PAAHJUL AS,Stavanger,Rogaland,7
912264238,DELESPESIALISTEN AS,Sandefjord,Vestfold og Telemark,3
912264343,TOTALEN,Haugesund,Rogaland,13
912264424,GALLERI G GUDDAL AS,Kvinnherad,Vestland,1
912264432,TODD CONSULT AS,Bærum,Viken,1
912265129,BCH DRIFT AS,Sunnfjord,Vestland,6
912265366,KJÆRLAND KYSKMO AS,Trondheim,Trøndelag - Trööndelage,1
912265900,NEW YORKER NORWAY AS AVD HERKULES STORSENTER,Skien,Vestfold og Telemark,7
912266532,VITAWATER AS,Drammen,Viken,2
912267075,NERIJUS TAMOSIUNAS,Nittedal,Viken,2
912267555,J.GRIDSVÅG AS,Aure,Møre og Romsdal,1
912267652,FJØRTOFT KULTURPRODUKSJONER AS,Drangedal,Vestfold og Telemark,2
912267806,AKSAS AS AVD ADMINISTRASJON,Kvam,Vestland,1
912270564,VESTERNGATEN FYSIOTERAPI AS,Ringerike,Viken,1
912271005,TOPPEN KIOSK AS,Stange,Innlandet,1
912272338,AUSTNES AS,Oslo,Oslo,1
912273075,BYGDØ TENNISKLUBB,Oslo,Oslo,1
912276481,OLIVIAS VERDEN STRØMMEN AS,Bærum,Viken,3
912276503,TOMA FACILITY NORGE AS AVD 5043 ESPEHAUGEN,Bergen,Vestland,3
912276589,GUNDERSEN BYGG AS,Lyngdal,Agder,1
912277593,MALX AS,Eidsvoll,Viken,6
912277690,BERGERUD ELEKTRO AS,Asker,Viken,2
912277976,LUCKY VIEW AS,Oslo,Oslo,4
912278336,PERI NORGE AS AVD TROMSØ,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,1
912278646,MESTER GRØNN AS AVD 93 AMFI PYRAMIDEN,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,4
912280713,HALLINGFRAKT AS,Kongsberg,Viken,7
912280829,UNI TAK AS,Porsgrunn,Vestfold og Telemark,3
912280853,BRUA KLÆR OG INTERIØR AS,Gran,Innlandet,2
912281094,HØYER TORVET AS AVD LARVIK,Larvik,Vestfold og Telemark,4
912282198,BJØRKEBAKKEN AS,Nordre Land,Innlandet,1
912282643,KATTENBERG FYSIOTERAPI AS,Gol,Viken,1
912282791,GRAFA T-SKJORTETRYKKERI AS,Sogndal,Vestland,1
912284654,SJUSJØEN BARDRIFT AS,Ringsaker,Innlandet,24
912285634,KARMA,Harstad,Troms og Finnmark - Romsa ja Finnmárku,2
912286177,LOGISTIKK SØR AS,Vennesla,Agder,4
912286290,BRAVO AUDIOVISUAL AS,Oslo,Oslo,9
912286312,BRILLIANT AS,Trondheim,Trøndelag - Trööndelage,9
912289346,NORDLAND ENTREPRENØR AS,Rana,Nordland,1
912289982,BLOMSTERKJELLEREN AS AVD STRANDGATA,Ålesund,Møre og Romsdal,3
912290875,QUANTIDOC AS,Bergen,Vestland,2
